"REF_DATE","GEO","DGUID","Labour force characteristics","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012-08","Vancouver, British Columbia","2021S0503933","Unemployment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720080","3.4.3.1","7.2","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Unemployment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720082","3.4.4.1","9.8","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720084","3.5.1.1","7.0","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Unemployment rate","Estimate","Unadjusted","Percent","239","units","0","v1642720085","3.5.1.2","8.0","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Unemployment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720086","3.5.2.1","0.5","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Unemployment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720088","3.5.3.1","0.5","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Unemployment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720090","3.5.4.1","0.7","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Participation rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720092","3.6.1.1","66.9","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Participation rate","Estimate","Unadjusted","Percent","239","units","0","v1642720093","3.6.1.2","68.2","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Participation rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720094","3.6.2.1","0.8","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Participation rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720096","3.6.3.1","0.5","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Participation rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720098","3.6.4.1","0.9","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Employment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720100","3.7.1.1","62.2","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Employment rate","Estimate","Unadjusted","Percent","239","units","0","v1642720101","3.7.1.2","62.8","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Employment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720102","3.7.2.1","0.8","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Employment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720104","3.7.3.1","0.5","","","","1"
"2012-08","Vancouver, British Columbia","2021S0503933","Employment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720106","3.7.4.1","0.9","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Population","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719940","1.1.1.1","3343.9","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Population","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642719941","1.1.1.2","3343.9","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Labour force","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719948","1.2.1.1","2247.7","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Labour force","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642719949","1.2.1.2","2235.7","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Labour force","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719950","1.2.2.1","24.0","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Labour force","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642719952","1.2.3.1","16.1","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Labour force","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642719954","1.2.4.1","30.8","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Employment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719956","1.3.1.1","2064.4","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Employment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642719957","1.3.1.2","2066.7","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Employment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719958","1.3.2.1","24.8","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Employment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642719960","1.3.3.1","16.1","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Employment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642719962","1.3.4.1","32.1","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Unemployment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719964","1.4.1.1","183.3","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Unemployment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642719965","1.4.1.2","169.0","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Unemployment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719966","1.4.2.1","11.9","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Unemployment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642719968","1.4.3.1","12.2","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Unemployment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642719970","1.4.4.1","16.5","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642719972","1.5.1.1","8.2","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Unemployment rate","Estimate","Unadjusted","Percent","239","units","0","v1642719973","1.5.1.2","7.6","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Unemployment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642719974","1.5.2.1","0.5","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Unemployment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642719976","1.5.3.1","0.5","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Unemployment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642719978","1.5.4.1","0.7","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Participation rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642719980","1.6.1.1","67.2","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Participation rate","Estimate","Unadjusted","Percent","239","units","0","v1642719981","1.6.1.2","66.9","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Participation rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642719982","1.6.2.1","0.7","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Participation rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642719984","1.6.3.1","0.5","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Participation rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642719986","1.6.4.1","0.9","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Employment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642719988","1.7.1.1","61.7","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Employment rate","Estimate","Unadjusted","Percent","239","units","0","v1642719989","1.7.1.2","61.8","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Employment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642719990","1.7.2.1","0.7","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Employment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642719992","1.7.3.1","0.5","","","","1"
"2012-09","Montréal, Quebec","2021S0503462","Employment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642719994","1.7.4.1","1.0","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Population","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642719996","2.1.1.1","4837.9","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Population","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642719997","2.1.1.2","4837.9","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Labour force","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720004","2.2.1.1","3292.9","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Labour force","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720005","2.2.1.2","3273.7","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Labour force","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720006","2.2.2.1","31.8","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Labour force","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720008","2.2.3.1","21.4","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Labour force","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720010","2.2.4.1","38.6","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Employment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720012","2.3.1.1","3009.0","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Employment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720013","2.3.1.2","2997.5","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Employment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720014","2.3.2.1","32.7","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Employment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720016","2.3.3.1","21.4","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Employment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720018","2.3.4.1","40.3","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Unemployment","Estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720020","2.4.1.1","283.9","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Unemployment","Estimate","Unadjusted","Persons in thousands","428","units","0","v1642720021","2.4.1.2","276.2","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Unemployment","Standard error of estimate","Seasonally adjusted","Persons in thousands","428","units","0","v1642720022","2.4.2.1","15.6","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Unemployment","Standard error of month-to-month change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720024","2.4.3.1","16.1","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Unemployment","Standard error of year-over-year change","Seasonally adjusted","Persons in thousands","428","units","0","v1642720026","2.4.4.1","21.8","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Unemployment rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720028","2.5.1.1","8.6","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Unemployment rate","Estimate","Unadjusted","Percent","239","units","0","v1642720029","2.5.1.2","8.4","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Unemployment rate","Standard error of estimate","Seasonally adjusted","Percent","239","units","0","v1642720030","2.5.2.1","0.5","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Unemployment rate","Standard error of month-to-month change","Seasonally adjusted","Percent","239","units","0","v1642720032","2.5.3.1","0.5","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Unemployment rate","Standard error of year-over-year change","Seasonally adjusted","Percent","239","units","0","v1642720034","2.5.4.1","0.7","","","","1"
"2012-09","Toronto, Ontario","2021S0503535","Participation rate","Estimate","Seasonally adjusted","Percent","239","units","0","v1642720036","2.6.1.1","68.1","","","","1"
